SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents
0,38,0,0.034477,0,0,6032,1
0,66,0,0.106578,0,0,2720,0
0,54,0,3918,0,0,0,0
0,47,0,0.117351,0,0,4166,0
0,36,1,0.254641,1,0,2100,1
0,63,1,667.5,0,0,1,0
0,34,0,0.481912,0,0,5500,1
0,67,0,0.361673,0,0,5833,0
0,62,2,0.418456,0,0,6100,1
0,76,0,794,0,0,1,0
0,50,0,0,0,0,,
0,83,1,0,0,0,,0
0,66,0,1990,0,0,,0
0,55,0,122,0,0,,0
0,51,2,0.300708,0,1,2400,0
0,74,0,0.325607,0,0,8282,0
0,71,0,2769,0,0,,1
0,31,2,0.437759,0,0,5550,0
0,56,1,0.002856,1,0,3500,0
0,48,1,0.118099,0,0,6900,0
0,62,0,0.101975,0,0,3696,0
0,61,0,0.693653,0,0,2000,0
0,62,1,0.010192,0,0,3433,0
0,73,0,0.097729,0,0,6251,0
0,33,1,0.741331,0,0,3200,0
0,51,0,0.660656,0,0,3049,2
0,56,0,10255,0,0,,0
0,47,0,0.28406,0,0,12000,2
0,59,0,0.268327,0,0,9275,1
0,26,0,0.084729,0,0,4000,0
0,40,0,0.2861,0,0,11100,2
0,50,0,993,0,0,,0
0,88,0,0,0,0,,
0,47,0,0.451758,0,0,6000,0
0,35,0,0.430525,0,0,2266,0
0,41,0,1.157678,0,0,2187,1
0,52,0,0.326374,0,0,6130,2
0,42,0,0.494621,0,0,14408,3
0,51,0,0.50823,0,0,7350,0
0,50,1,0.526418,0,0,10333,2
0,57,0,0.407902,0,0,9288,3
0,45,0,1.027993,0,0,3750,2
0,39,0,0.230285,0,0,6200,1
0,51,0,0.017939,0,0,6521,3
0,72,0,0.003703,0,0,5400,0
0,67,0,0.280327,0,0,2200,0
0,45,2,0.799864,0,0,4416,3
0,38,0,2470,0,0,0,2
0,33,0,0.1385,0,0,1212,0
0,40,0,0.340723,0,0,6720,2
0,69,0,0.370828,0,0,6800,1
0,39,0,0.909515,0,0,6000,2
0,46,0,0.188259,0,0,7000,2
0,22,0,0,0,0,200,0
0,80,0,59,0,0,,0
0,55,1,0.61711,0,0,4324,1
0,27,0,0,0,0,3116,0
0,56,0,0.548977,0,0,5083,1
0,47,0,0.239348,0,0,6500,3
0,52,0,0.444407,0,0,14875,1
0,29,0,0.067584,0,1,5666,0
0,63,0,0.738613,0,0,6212,0
0,49,0,0.2741,0,0,7416,0
0,62,0,1580,0,0,,0
0,36,0,0.204795,0,0,8300,1
0,53,0,0.075663,0,0,7083,1
0,47,0,40,0,0,,0
0,63,0,0.278652,0,0,27083,0
0,23,0,0.425091,0,0,820,0
0,29,0,0.257562,0,0,5520,0
0,46,0,1129,0,0,,0
0,23,0,0,0,0,0,0
0,41,0,0.830604,0,0,6900,3
0,72,0,1381,0,0,,0
0,70,0,1225,0,0,,
0,44,0,0.460293,0,0,4633,1
0,65,0,0.14463,0,0,5800,1
0,37,0,0.444523,0,0,7083,2
0,30,0,0.124375,0,0,5000,1
0,72,1,0.24163,0,1,6600,0
0,74,0,0.099714,0,0,12916,1
0,55,0,0.444294,0,0,6668,3
0,68,0,133,0,0,,0
0,56,2,0.48188,1,1,4000,0
0,50,0,0.321745,0,0,9606,1
0,54,0,0.19548,0,0,10000,0
0,41,0,0.421778,0,0,3700,2
0,78,0,105,0,0,,0
0,72,0,0.019557,0,0,2300,0
0,58,1,0.369905,0,0,25000,1
0,50,3,0.283097,0,0,1200,0
0,32,0,0.268106,0,0,4583,0
0,48,1,0.580489,0,0,6416,1
0,39,0,0.723046,0,0,4989,2
0,51,0,0.334031,0,0,7166,2
0,66,0,1206,0,0,,0
0,36,0,310,0,0,,0
0,67,0,0.851742,0,0,3041,1
0,79,0,0.340931,0,0,3070,0
0,71,0,0.512721,0,0,9000,0
0,54,0,0.371577,0,0,8105,2
0,39,0,0.177071,0,0,7640,3
0,57,0,0.084831,0,0,4950,0
0,70,0,0.009497,0,0,6422,0
0,57,0,0.00048,0,0,2083,0
0,52,0,0.460283,0,0,12009,2
0,46,0,0.208279,0,0,10000,5
0,48,0,0.667077,0,0,4868,0
0,39,0,0.281235,0,0,6250,2
0,66,0,0.510935,0,0,5166,0
0,34,0,0.438625,0,0,4333,1
0,86,0,0.012548,0,0,7251,0
0,62,0,0.318933,0,0,7800,1
0,54,0,0.499182,0,0,5500,0
0,32,0,0.187546,0,0,22916,0
0,60,0,933,0,0,,0
0,43,0,0.273722,0,0,16534,5
0,45,0,0.649035,0,0,10000,2
0,57,0,0.311594,0,0,18000,3
0,48,0,0.265074,0,0,3515,4
0,67,0,0.488619,0,0,4041,1
0,32,0,0.069659,0,0,9000,0
0,56,0,0.030808,0,0,1200,1
0,35,4,0.244634,0,0,3400,0
0,55,0,282,0,0,,
0,42,3,0.551616,0,1,3496,2
0,70,0,0.196761,0,0,5000,0
0,62,0,0.601355,0,0,4133,0
0,33,1,0.015417,0,1,1880,0
0,41,1,3464,0,1,,0
0,76,0,0.534448,0,0,5500,1
0,85,0,233,0,0,,0
0,64,0,0.292044,0,0,16000,2
0,54,0,0.137578,0,0,3706,2
0,70,0,0,0,0,,
0,43,1,0.36989,0,1,12500,3
0,54,0,0.003273,0,0,10694,1
0,24,0,29,0,0,0,0
0,52,1,2676,0,0,,0
0,34,0,0.950728,0,0,3916,0
0,52,0,0.490397,0,0,3800,1
0,30,0,876,0,0,,1
0,53,0,3713,0,0,,0
0,76,1,3975,0,0,,0
0,55,0,0.367269,0,0,10509,0
0,56,0,343,0,0,,0
0,54,0,0.38485,0,0,5900,1
0,35,0,0.219296,0,0,4518,2
0,66,0,20,0,0,,0
0,62,0,0.328675,0,0,6081,0
0,82,0,0.029366,0,0,3200,0
0,46,0,0.076264,0,0,3500,0
0,72,0,0.273378,0,0,6148,1
0,52,0,0.344481,0,0,18000,3
0,70,0,1864,0,0,,0
0,34,0,0.444435,0,0,11292,3
0,58,1,0.51908,0,1,6000,0
0,52,0,102,0,0,,0
0,62,0,0.128649,0,0,13804,0
0,46,1,0.27653,0,0,9083,2
0,33,0,0.02374,0,0,2400,0
0,70,0,0.071732,0,0,4000,1
0,58,0,5078,0,0,,0
0,87,0,0.007997,0,0,3000,0
0,32,0,3934,0,0,,1
0,66,0,0.259158,0,0,8816,0
0,67,1,0.413357,0,0,3323,0
0,51,0,0.276314,0,0,9300,2
0,29,0,0.153893,0,0,3300,0
0,41,0,1.443556,0,0,1000,3
0,22,0,0,0,0,929,0
0,81,0,0.021985,0,0,1500,0
0,32,0,2391,0,0,,0
0,32,0,0.214557,0,0,5000,0
0,63,0,743,0,0,,0
0,45,0,0.208088,0,0,3560,1
0,59,0,0.774554,0,0,3583,0
0,53,0,812,0,0,,0
0,48,1,0.787659,0,0,3451,2
0,57,0,4579,0,0,,0
0,77,0,0.088835,0,0,8194,0
0,51,0,0.391779,0,0,5400,1
0,47,0,24496,0,0,,
0,77,0,0.001171,0,0,2560,0
0,65,0,44,0,0,0,0
0,52,0,0.188173,0,0,8539,0
0,29,0,0,0,0,1700,0
0,24,0,0,0,0,400,0
0,44,0,0.265286,0,0,5167,1
0,68,0,0.52393,0,0,7500,1
0,33,0,1.581182,0,0,1200,0
0,43,0,0.60676,0,0,4200,2
0,50,0,0.266687,0,0,6666,2
0,53,0,0.35893,0,0,8750,1
0,27,0,0.027886,0,0,4625,0
0,36,0,0.01648,0,0,3033,0
0,42,0,0.03808,0,0,3833,4
0,86,0,0,0,0,,
0,58,2,0.328953,0,0,7000,1
0,30,0,0.396737,0,0,2144,0
0,45,0,0.45468,0,0,5416,0
0,41,0,66,0,0,0,3
0,45,0,0.116031,0,0,9100,2
0,51,0,0,0,0,7292,4
0,66,0,1461,0,0,,0
0,37,0,0.219826,0,1,7000,0
0,43,0,1.11127,0,0,700,3
0,72,0,617,0,0,,0
0,44,0,0.131645,0,3,6000,2
0,67,0,1050,0,0,,0
0,45,0,0.246097,0,0,4611,0
0,54,0,0.293129,2,0,4700,0
0,31,0,0.179377,0,0,3500,0
0,50,4,4375,0,0,,0
0,65,0,0.158556,0,0,1273,0
0,46,0,0.627674,0,0,5000,1
0,69,0,59,0,0,,0
0,54,0,0.448984,0,0,8957,1
0,36,0,0.519761,0,0,2681,0
0,39,0,0.878887,0,0,5820,0
0,55,0,0.384903,0,0,6146,1
0,36,0,2510,0,0,,0
0,77,0,0.020826,0,0,2976,0
0,43,1,0.317584,0,0,11407,3
0,57,0,0.333315,0,0,18300,1
0,51,0,0.430367,0,0,7000,0
0,64,0,0.751606,0,0,1400,0
0,32,0,0.186949,0,0,1700,2
0,75,0,2857,0,0,,0
0,53,0,1295,0,0,,0
0,48,0,0.214247,0,0,5600,1
0,53,0,1.547726,0,0,2000,0
0,44,0,1.149508,0,0,8333,2
0,55,0,0.306671,0,0,6400,0
0,44,0,0.550985,0,0,3500,1
0,55,0,0.110889,0,0,1000,0
0,47,1,0.727114,0,0,3429,3
0,56,0,0,0,0,,0
0,29,0,0,0,0,1650,1
0,43,0,0.230513,0,0,5400,2
0,51,0,1673,0,0,,2
0,78,2,2783,0,0,,0
0,32,0,0.550094,0,0,4800,1
0,72,0,374,0,0,,0
0,41,1,0.666629,0,0,8950,2
0,62,0,1269,0,0,,0
0,61,0,0.003,0,0,8333,0
0,65,0,0.106919,0,0,7500,0
0,47,0,0.273746,0,0,5800,1
0,44,0,0.335653,0,0,12500,1
0,51,0,0.252217,0,0,3833,1
0,26,1,0.401434,0,0,4600,0
0,29,0,0.144909,0,0,1600,0
0,55,0,248,0,0,,0
0,57,0,3155,0,0,,0
0,45,0,0.89773,0,0,4800,0
0,61,0,0.481504,0,0,5000,0
0,74,0,1.545734,0,0,1300,0
0,60,0,0.004714,0,0,9120,1
0,36,1,0.690458,0,0,3824,0
0,55,0,0.252072,0,0,10738,0
0,34,1,1.14455,0,0,3375,2
0,52,0,0.228061,0,0,22550,0
0,82,1,0.004582,0,0,9166,0
0,52,2,0.053747,1,0,20000,2
0,61,0,0.344225,0,0,8415,1
0,68,0,5328,0,0,,0
0,29,0,0.011871,0,0,3200,1
0,68,0,0.282673,0,1,19166,0
0,74,0,1,0,0,0,0
0,60,0,0.578899,0,0,4378,0
0,46,2,0.583496,0,0,5125,2
0,27,1,0.136818,0,0,3500,0
0,73,0,1805,0,0,,
0,44,1,905,0,0,,0
0,43,0,0.295463,0,0,8000,0
0,68,3,2473,0,0,,0
0,71,0,0.005499,0,0,4000,0
0,72,0,413,0,0,,0
0,58,0,0.372686,0,0,8859,1
0,49,0,0.86493,0,0,1650,2
0,61,1,0.193101,0,0,8000,0
0,26,0,0.049988,0,0,4000,1
0,60,0,0.271373,1,0,1543,0
0,21,0,193,0,0,,0
0,53,0,0.331185,0,0,9000,1
0,43,0,0.212405,0,0,11849,1
0,72,0,0.21317,0,0,3841,0
0,67,0,0.002333,0,0,3000,0
0,69,0,1697,0,0,,0
0,49,0,0.082469,0,0,14550,1
0,66,0,0.189217,0,0,9866,1
0,52,0,1314,0,0,,0
0,43,0,0.005574,0,0,4484,2
0,60,0,467,0,1,,0
0,32,0,0.520953,0,0,7134,2
0,55,0,0.203596,0,0,11900,1
0,54,2,0.226359,0,0,13186,0
0,32,0,0.196645,0,0,3635,0
0,42,0,0.403435,0,0,9780,3
0,55,0,0.702833,0,0,5400,1
0,67,0,0.148693,0,0,7000,0
0,31,0,567,0,0,,0
0,80,2,0.542062,0,0,1580,0
0,42,0,880,0,0,,0
0,66,0,0.82018,0,0,1000,0
0,76,0,488,0,0,,0
0,54,0,4581,0,0,,2
0,38,0,0.320335,0,0,8000,1
0,66,0,0.219122,0,0,10500,2
0,49,0,0.170638,1,1,6000,1
0,59,0,613,0,0,,0
0,47,0,0.007199,0,0,4166,0
0,59,0,1.005556,0,0,2339,0
0,85,0,0.008094,0,0,9636,0
0,41,0,0.415466,0,0,5275,3
0,64,0,0,0,0,,0
0,31,0,0.199368,0,0,7277,1
0,75,0,0.397867,0,0,3000,0
0,32,0,0.119751,2,0,4500,4
0,55,0,0.322325,0,0,9083,0
0,77,0,0.00125,0,0,4000,0
0,23,0,0.017084,0,0,2516,0
0,45,0,0,0,0,7000,3
0,56,0,0.252975,0,0,10000,2
0,36,0,362,0,0,,0
0,26,0,0.622736,0,0,1600,0
0,64,0,3112,0,0,,0
0,48,0,0.275496,0,0,6500,2
0,58,0,0.317792,0,0,7227,0
0,61,0,0.020947,0,0,4200,1
0,34,0,0.129867,0,0,12250,2
0,56,0,0.627087,0,0,9524,1
0,81,0,0,0,0,,0
0,50,1,0.259388,0,0,12675,0
0,58,1,0.203218,0,0,5033,1
0,79,0,1103,0,0,,0
0,66,0,0.018396,0,0,5000,0
0,41,0,0.080192,0,0,10000,4
0,83,0,0.22458,0,0,1130,0
0,37,0,0.300874,0,0,800,2
0,43,0,0.090752,0,0,5200,3
0,21,0,8,0,0,0,0
0,48,0,0.170628,0,0,30000,1
0,31,0,0.124031,0,2,4256,1
0,37,0,0,0,0,5400,2
0,52,0,0.252268,0,0,6833,0
0,50,0,135,0,0,,2
0,35,0,0.147418,0,0,7705,0
0,71,0,0.217398,0,0,7000,0
0,63,0,0.130761,0,0,6400,1
0,41,1,0.578618,0,0,9100,1
0,51,0,0.869533,0,0,4000,2
0,32,0,0.302361,0,0,13000,0
0,62,0,0.275743,0,0,6933,0
0,44,0,0.002073,0,0,8200,3
0,47,0,0.609181,0,0,5641,0
0,47,1,0.351019,0,0,2600,0
0,62,0,0.374148,0,0,11000,0
0,61,0,0.146085,0,0,7700,1
0,46,0,1.677063,0,0,2083,0
0,56,0,0.713356,0,0,6296,0
0,63,1,0.1224,0,0,14999,2
0,85,0,0,0,0,,0
0,39,0,0.237441,0,0,2766,4
0,63,0,0.57275,0,0,7456,1
0,61,0,0.457012,0,0,3500,1
0,72,0,0.273836,0,0,20000,0
0,50,0,0.346346,0,0,6019,0
0,68,0,3499,0,0,,0
0,86,0,47,0,0,,0
0,44,0,0.226584,0,0,6800,1
0,36,0,0.744809,0,0,1829,0
0,69,0,0.403852,0,0,9500,1
0,59,0,0.146988,0,0,8333,0
0,53,1,0.018675,0,0,3908,1
0,47,0,0.587804,0,0,3000,0
0,33,0,0.383404,0,0,4000,3
0,42,0,3952,0,0,0,1
0,91,0,52,0,0,,0
0,57,0,0.474297,0,0,11418,0
0,65,0,0.286567,0,0,6200,1
0,29,0,474.5,0,0,1,0
0,54,0,3173,0,0,,0
0,67,0,0.016961,0,0,1473,0
0,61,0,71,0,0,,
0,50,0,0.163953,0,0,3500,2
0,29,0,0.048293,0,0,1200,0
0,77,1,0.116242,0,0,8077,0
0,35,0,0.271432,0,0,4000,0
0,40,0,604,0,0,,0
0,33,0,0.51088,0,0,5100,1
0,52,0,4515,0,0,,0
0,23,0,0.157603,0,0,900,0
0,61,0,0.505353,0,0,7752,2
0,33,0,0.813839,0,0,1213,1
0,60,0,0.09839,0,0,10000,1
0,45,1,0.143898,0,0,13307,3
0,53,0,3.562284,0,0,577,1
0,58,0,0.351853,0,0,16000,2
0,40,0,1.169026,0,0,1200,2
0,40,2,0.600924,0,0,3462,0
0,37,0,1232.5,0,0,1,2
0,56,0,0.444268,0,0,3767,1
0,57,0,0.459448,0,0,11700,1
0,32,0,0.125175,0,0,5000,0
0,75,0,0.00624,0,0,8333,0
0,58,0,0.007099,0,0,11831,1
0,65,3,5487,1,0,,0
0,42,0,0.003433,0,0,4951,2
0,40,0,0.665445,0,0,3000,0
0,49,0,0.476502,0,0,1680,1
0,31,0,0.107665,0,0,3900,0
0,30,0,0.221062,0,0,4500,0
0,40,0,0.598701,0,1,2000,1
0,59,1,0.402893,0,3,4700,1
0,49,0,0.688665,0,0,11000,3
0,35,0,0.179567,2,0,1614,0
0,91,0,38,0,0,,0
0,47,0,0.713908,0,0,3400,3
0,55,2,0.324738,0,0,7833,1
0,55,0,0.443291,0,0,2600,0
0,58,0,0.948896,0,0,6750,0
0,29,1,0.442034,0,0,1474,0
0,34,0,0.044525,0,0,2200,0
0,29,0,0,0,0,,
0,43,0,2.823035,0,0,1666,3
0,45,0,0.333562,0,0,5833,0
0,52,0,0.952278,0,0,1382,0
0,74,0,0.07821,0,0,2390,0
0,30,0,0.09514,0,0,3888,1
0,59,2,0.328624,0,0,5166,1
0,52,0,0.522784,0,0,5200,1
0,58,0,0.734434,0,0,4785,2
0,62,0,0.006666,0,0,8850,2
0,42,3,2.359551,0,0,800,3
0,24,0,520,0,0,,
0,49,0,0.583488,0,0,2700,0
0,67,0,0.112908,0,0,3400,0
0,60,0,2241,0,0,,0
0,66,0,160,0,0,,
0,63,0,0.146221,0,0,6879,0
0,34,0,0.91952,0,0,4000,0
0,59,0,30,0,0,,0
0,42,0,0.457568,0,0,4300,3
0,27,3,0.584166,0,0,1300,0
0,57,0,84,0,0,,0
0,30,0,0.337009,0,0,6800,1
0,66,1,0.454022,0,0,6600,1
0,40,0,0.142365,0,0,4066,3
0,57,0,0.237581,0,0,8333,1
0,46,0,0.557668,0,0,7100,0
0,28,1,262.5,0,0,1,2
0,63,0,1598,0,0,,1
0,28,0,162,0,0,,0
0,24,0,0.098244,0,0,2961,0
0,42,0,0.155488,0,0,3279,0
0,78,0,0.064397,0,0,19301,1
0,48,0,0.165413,0,0,21400,3
0,49,2,0.675505,0,0,4600,1
0,67,1,0.182051,1,0,12100,1
0,39,0,0.180782,0,0,11488,2
0,68,0,0.003514,0,0,9389,0
0,57,0,0.574145,0,1,3890,0
0,50,0,0.29144,0,0,8282,1
0,64,0,0.318953,0,0,17500,1
0,56,0,5388,0,0,,0
0,34,0,1681,0,0,,0
0,55,0,0,0,0,1468,3
0,50,0,0.529324,0,0,13333,0
0,44,1,3460,0,0,0,1
0,55,0,0.572901,0,0,9800,0
0,41,1,0.815312,0,0,7666,2
0,30,0,0.285429,0,0,6519,1
0,44,0,0.161834,0,0,6345,0
0,63,0,2037,0,0,,0
0,48,0,485,0,0,,0
0,50,0,0.489931,0,0,7100,2
0,29,1,0.334784,0,0,8500,2
0,65,0,0.002599,0,0,5000,0
0,71,0,0.017796,0,0,10001,0
0,39,0,0.165667,0,0,2667,0
0,45,0,1.445321,0,0,2916,2
0,32,0,0.004515,0,0,1771,0
0,60,0,0.321226,0,0,3000,0
0,59,0,1311,0,0,,0
0,35,0,0.064274,0,0,2395,0
0,68,0,0.273344,0,0,5450,0
0,49,1,0.259057,0,0,18327,3
0,49,0,1.288742,0,0,5000,0
0,52,0,0.370962,0,0,6005,1
0,48,0,0.280698,0,0,10708,1
0,63,0,0.211866,0,0,16500,1
0,28,98,0.0193,98,98,1657,1
0,41,0,0.088491,0,0,10000,0
0,59,0,0.153404,0,0,12000,2
0,56,0,0.47327,0,0,7500,1
0,73,1,0.102371,0,0,10500,0
0,26,0,0.016661,2,1,3000,0
0,92,0,0.000529,0,0,1889,0
0,73,0,0.216594,0,0,3000,0
0,29,0,0.150975,0,0,6000,0
0,41,1,0.427596,0,0,8790,1
0,45,0,0.316006,0,0,6809,0
0,48,0,0.880941,0,0,2040,0
0,43,0,0.190447,0,0,3244,0
0,54,0,0.005223,0,0,7083,1
0,58,0,0.110357,0,0,16500,3
0,60,0,0.360493,0,0,9167,0
0,54,0,0.288693,0,0,9400,1
0,55,0,0.237236,0,0,6208,0
0,57,0,0.072734,0,0,10833,1
0,46,0,0.298128,0,0,15868,3
0,83,0,0.001333,0,0,4500,0
0,50,0,0.377246,0,0,500,0
0,23,0,0,0,0,2745,0
0,67,0,0.275626,0,0,5833,0
0,50,0,0.025328,0,0,4500,2
0,44,0,0.201761,0,0,2611,0
0,53,0,490.5,0,0,1,2
0,59,1,0.680132,0,0,10000,2
0,45,0,0.443922,0,0,11920,2
0,24,0,0.108648,0,0,2300,0
0,62,2,0.380918,0,0,8300,0
0,39,0,0.31561,0,0,7033,0
0,84,0,0,0,0,,0
0,50,0,1.175877,0,0,2080,0
0,90,0,0,0,0,,0
0,30,0,0.998221,0,0,4497,2
0,33,0,0.305757,0,0,8666,2
0,74,0,0.007997,0,0,2500,0
0,51,0,0.012395,0,0,2500,0
0,47,1,0.019946,0,0,2205,0
0,47,0,0.771881,0,0,6500,0
0,53,0,0.045387,0,0,14166,1
0,40,0,0.488919,0,0,6000,1
0,27,0,0.128425,0,0,2444,0
0,60,0,4948,0,0,,3
0,29,0,0.075742,0,0,20833,0
0,57,0,0.240832,0,0,4853,0
0,56,0,0.006853,0,0,6420,3
0,33,0,1075,0,0,,3
0,59,0,0.531928,0,0,3225,0
0,57,1,0.443704,0,0,4200,1
0,79,0,0.06347,0,0,3607,0
0,34,0,0.048905,0,0,11000,0
0,53,0,0.326791,0,0,8151,0
0,64,0,0.371282,0,0,19833,0
0,57,0,0.364404,0,0,9000,0
0,42,0,0.576631,0,0,2498,2
0,64,0,0.113486,0,0,8000,0
0,35,0,0.337034,1,0,13600,1
0,45,0,0.508621,0,0,17631,0
0,32,0,0.752973,0,0,4035,2
0,74,0,0,0,0,,
0,68,0,0.116114,0,0,19833,1
0,69,2,0.085494,0,0,4280,0
0,37,0,0.325094,0,0,7969,3
0,41,0,9354,0,0,,0
0,37,2,168,1,0,1,0
0,42,0,0.247298,0,0,12490,4
0,36,0,0.17021,0,0,8747,3
0,79,0,0.99412,0,0,8333,0
0,67,0,0.106,1,0,12499,0
0,51,1,0.952191,0,0,501,1
0,47,0,0.307284,0,0,12629,2
0,66,2,0.257065,0,1,19566,3
0,58,0,4652,0,0,,0
0,66,0,0.439332,0,0,3172,0
0,69,0,0.001524,0,0,10500,0
0,49,0,0.338644,0,0,3702,2
0,70,0,0,0,0,2500,0
0,29,0,0,0,0,2700,0
0,82,0,0,0,0,,0
0,49,0,0.146107,0,0,8000,2
0,83,0,0,0,0,,
0,74,0,0.240185,0,0,4100,0
0,45,0,0.364116,0,0,5500,3
0,65,0,0.00303,0,0,6600,0
0,38,0,2915,0,0,0,4
0,56,0,0.446618,0,0,6696,0
0,56,0,0.615163,0,0,2083,0
0,39,0,0.976126,0,0,2596,2
0,42,0,0.312165,0,0,5416,1
0,67,0,0,0,0,,0
0,79,0,0.088166,0,0,5500,0
0,65,0,0.521739,0,0,1241,0
0,45,0,0.460764,0,0,13316,1
0,56,0,0.398301,0,0,2000,1
0,50,0,0.222372,0,0,5917,0
0,39,2,0.288981,0,0,4328,2
0,55,0,0.069411,0,1,5416,1
0,63,0,0.417534,0,0,4995,1
0,57,2,0.241366,0,0,8020,0
0,43,0,0.29396,0,0,8558,2
0,78,1,0.194376,0,0,7325,1
0,59,0,0.364212,0,0,3000,0
0,54,0,0.346691,0,0,13400,3
0,77,0,0.201013,0,0,8093,0
0,60,0,0.30685,0,0,16613,1
0,48,0,0.256843,0,0,8000,4
0,50,0,779,0,0,,0
0,64,0,0.165986,0,0,3915,0
0,72,0,0.286443,0,0,3333,0
0,54,1,0.33945,0,0,7847,3
0,25,0,0.037469,0,0,1200,0
0,43,0,1.445452,0,0,7167,1
0,60,1,0.30489,0,0,12433,2
0,34,0,0.45977,0,0,2000,2
0,42,2,0.688906,0,0,5200,4
0,59,0,0.185109,0,0,6849,0
0,30,1,1121,0,0,,1
0,41,1,0.148933,0,0,6700,0
0,56,2,0.710914,0,0,3050,0
0,64,0,0.179836,0,0,7200,1
0,49,1,0.11476,0,0,2770,1
0,60,1,0.208356,0,0,5552,0
0,49,0,0,0,0,18750,3
0,42,1,0.274454,0,0,6000,0
0,48,0,0.220646,0,0,10500,3
0,39,0,0.366799,0,0,3276,2
0,72,2,0.092461,0,0,2400,0
0,24,0,680,0,0,0,0
0,49,0,1016,0,0,,2
0,44,0,0.444303,0,0,3913,0
0,67,0,701,0,0,,0
0,64,0,0.216786,0,0,15000,0
0,57,0,0.137245,0,0,4072,1
0,43,0,0.254698,0,0,2500,4
0,26,1,0.049828,0,0,6100,1
0,63,0,0.554992,0,0,6900,4
0,23,0,113,0,0,,
0,73,0,0.002162,0,0,9250,0
0,57,0,0.572927,0,0,4956,1
0,47,0,0.048223,0,0,13333,2
0,65,0,1267,0,0,,0
0,53,0,0.792442,0,0,5000,2
0,72,0,3724,0,0,,
0,36,0,1826,0,0,0,0
0,66,0,1990,0,0,,0
0,62,0,0.480285,0,0,2383,0
0,63,0,0.216436,0,0,8833,1
0,49,0,0.666344,0,0,6200,2
0,38,0,719,0,0,,0
0,46,0,0.165321,0,0,18333,4
0,61,0,0.107461,0,0,6178,1
0,69,0,0.499639,0,0,2769,0
0,42,0,0.342528,0,0,6416,2
0,53,1,0.369165,0,0,14074,1
0,33,0,508,0,0,,2
0,37,0,0.016636,0,0,7633,0
0,80,0,0.228462,0,0,4166,0
0,35,0,0.080047,0,0,6795,0
0,53,1,0.20565,0,0,12000,4
0,39,0,0.280313,0,0,5500,3
0,58,1,0.487881,0,0,4166,0
0,60,0,0.281566,0,0,9400,1
0,76,0,0.003636,0,0,4400,0
0,61,0,0.26891,0,0,3000,0
0,45,0,0.660603,0,0,10279,4
0,39,0,0.378847,0,0,9000,0
0,55,0,0.444599,0,0,4322,0
0,43,0,6591,0,0,0,1
0,53,2,0.123634,0,0,11800,3
0,51,2,0.758502,0,0,7262,1
0,57,1,3949,0,0,,
0,69,0,1465.5,0,0,1,0
0,54,0,0.171432,0,0,7833,3
0,49,0,0.253149,0,0,5000,3
0,67,0,55,0,0,,0
0,80,0,0.213414,0,0,5650,0
0,65,1,0.326307,0,0,2276,0
0,54,1,0.239591,0,0,8309,0
0,76,1,0.334315,0,0,15963,0
0,43,0,877,0,0,,3
0,45,0,0.410314,0,0,2675,1
0,53,0,0.546677,0,0,4016,0
0,58,0,0.016998,0,0,7000,0
0,56,0,0.062392,0,0,7500,0
0,70,0,143,0,0,,0
0,55,0,0.166567,0,0,5000,0
0,48,0,7.087824,0,0,500,1
0,47,0,0.215488,0,0,9800,3
0,47,0,2039,0,0,,1
0,61,0,0.159315,0,0,11335,0
0,73,0,0.404009,0,0,4838,0
0,38,0,0.293277,1,0,3777,2
0,45,0,1823,0,0,,
0,42,0,0.742086,0,0,3000,1
0,29,0,458,0,0,,0
0,39,0,0.368666,0,0,3216,0
0,54,2,0.656269,0,0,5000,0
0,44,0,1.559391,0,0,1708,2
0,54,0,0.761898,0,0,7500,2
0,42,1,0.105885,0,0,4400,2
0,51,0,5024,0,0,,
0,40,1,0.476406,0,0,3750,0
0,70,0,0.610919,0,0,2600,0
0,34,0,0.412268,0,0,700,0
0,65,0,0.805639,0,0,5000,0
0,50,0,318,0,0,,0
0,58,0,0.151346,0,0,8800,2
0,50,3,0.376623,0,1,6621,0
0,56,0,0.32194,0,0,13750,0
0,43,0,385.5,0,0,1,3
0,49,2,0.464127,0,0,8083,2
0,68,0,1779,0,0,,0
0,69,0,0.29549,0,0,5830,0
0,62,0,0.140286,0,0,18333,0
0,54,2,0.088944,0,0,10500,3
0,50,0,0.61168,0,0,2636,1
0,63,1,2415,0,0,,0
0,36,0,0.480262,0,0,7928,2
0,41,0,0.059184,0,0,3750,1
0,41,0,0.273918,0,0,5800,0
0,51,0,0.001533,0,0,2608,0
0,59,0,0.227567,0,0,19000,3
0,57,0,0,0,0,5000,0
0,44,0,0.423157,0,0,2400,1
0,63,0,2917,0,0,,0
0,49,0,0.113349,0,0,9333,2
0,56,0,0.005059,0,0,17000,0
0,66,0,8860,0,0,,0
0,48,0,0.295137,0,0,1500,0
0,34,0,0.085345,0,0,1780,0
0,57,0,2243,0,0,,0
0,45,0,1.070777,0,0,4167,2
0,31,0,0.747116,0,0,2166,0
0,63,0,0.489503,0,0,6906,0
0,58,0,0.201696,0,0,7545,0
0,53,0,1337,0,0,,1
0,38,4,0.228384,0,0,5481,2
